"pole1","pole2","pole3","pole4","pole5","pole6","pole7","pole8","pole9","pole10","key"
0,0,0,0,37,139,0,0,0,0,"苗栗縣通霄鎮平安里"
0,1,0,1,41,301,0,0,0,0,"苗栗縣通霄鎮新埔里"
0,0,0,0,59,293,0,0,0,0,"苗栗縣通霄鎮梅南里"
0,0,0,0,69,344,0,0,0,0,"苗栗縣通霄鎮楓樹里"
0,0,0,11,104,648,0,0,0,0,"苗栗縣通霄鎮烏眉里"
0,2,0,0,38,171,0,0,0,0,"苗栗縣通霄鎮白東里"
0,0,1,0,11,85,0,0,0,0,"苗栗縣通霄鎮白西里"
0,0,0,3,68,372,0,0,0,0,"苗栗縣通霄鎮福源里"
0,2,0,0,120,507,0,0,0,0,"苗栗縣通霄鎮福興里"
0,0,0,3,105,448,0,0,0,0,"苗栗縣通霄鎮福龍里"
0,1,0,0,46,205,0,0,0,0,"苗栗縣通霄鎮通南里"
0,0,0,0,2,8,0,0,0,0,"苗栗縣通霄鎮通東里"
0,2,0,0,81,549,0,0,0,0,"苗栗縣通霄鎮通灣里"
0,2,0,0,30,101,0,0,0,0,"苗栗縣通霄鎮通西里"
0,0,0,0,58,149,0,0,0,0,"苗栗縣造橋鄉大西村"
0,0,0,1,108,315,0,0,0,0,"苗栗縣造橋鄉大龍村"
0,2,0,1,160,418,0,0,0,0,"苗栗縣造橋鄉平興村"
0,1,0,0,61,192,0,0,0,0,"苗栗縣造橋鄉朝陽村"
0,1,0,1,109,292,0,0,0,0,"苗栗縣造橋鄉談文村"
0,3,0,0,123,433,0,0,0,0,"苗栗縣造橋鄉豐湖村"
0,0,0,1,93,306,0,0,0,0,"苗栗縣造橋鄉造橋村"
0,0,0,0,51,114,0,0,0,0,"苗栗縣造橋鄉錦水村"
0,3,0,1,147,432,0,0,0,0,"苗栗縣造橋鄉龍昇村"
0,2,0,0,146,389,0,0,0,0,"苗栗縣銅鑼鄉中平村"
0,1,0,1,163,339,0,0,1,0,"苗栗縣銅鑼鄉九湖村"
0,1,1,3,199,612,0,0,0,0,"苗栗縣銅鑼鄉新隆村"
0,1,0,0,73,201,0,0,0,0,"苗栗縣銅鑼鄉朝陽村"
0,1,0,0,119,398,0,0,0,0,"苗栗縣銅鑼鄉樟樹村"
0,2,0,6,140,398,0,0,0,0,"苗栗縣銅鑼鄉盛隆村"
0,0,0,0,13,53,0,0,0,0,"苗栗縣銅鑼鄉福興村"
0,1,0,7,136,298,0,0,0,0,"苗栗縣銅鑼鄉竹森村"
0,2,0,0,135,344,0,0,0,0,"苗栗縣銅鑼鄉興隆村"
0,0,0,0,117,356,0,0,0,0,"苗栗縣銅鑼鄉銅鑼村"
0,0,0,0,47,104,0,1,0,0,"苗栗縣頭份市上埔里"
0,0,0,0,123,291,0,0,1,0,"苗栗縣頭份市上興里"
0,4,0,0,96,230,0,0,0,0,"苗栗縣頭份市下興里"
0,0,0,0,10,18,0,0,0,0,"苗栗縣頭份市仁愛里"
0,0,0,0,2,0,0,0,0,0,"苗栗縣頭份市信義里"
0,1,0,0,9,16,0,0,0,0,"苗栗縣頭份市合興里"
0,0,0,0,4,11,0,0,0,0,"苗栗縣頭份市和平里"
0,2,0,0,26,42,0,0,0,0,"苗栗縣頭份市土牛里"
0,0,0,0,60,198,0,0,0,0,"苗栗縣頭份市尖下里"
0,2,0,0,9,43,0,0,0,0,"苗栗縣頭份市尖山里"
0,1,1,0,40,154,0,0,0,0,"苗栗縣頭份市山下里"
0,2,0,0,121,265,0,0,0,0,"苗栗縣頭份市廣興里"
0,0,0,0,6,8,0,0,0,0,"苗栗縣頭份市建國里"
0,2,0,0,78,146,0,0,0,0,"苗栗縣頭份市後庄里"
0,0,0,0,3,10,0,0,0,0,"苗栗縣頭份市忠孝里"
0,1,0,0,20,48,0,0,0,0,"苗栗縣頭份市成功里"
0,0,0,0,17,38,0,0,0,0,"苗栗縣頭份市文化里"
0,2,0,0,33,132,0,0,0,0,"苗栗縣頭份市斗煥里"
0,1,0,0,64,132,0,0,0,0,"苗栗縣頭份市新華里"
0,7,0,0,26,70,0,0,1,0,"苗栗縣頭份市東庄里"
0,1,0,0,12,41,0,0,0,0,"苗栗縣頭份市民權里"
0,0,0,0,20,109,0,0,0,0,"苗栗縣頭份市民生里"
0,1,0,1,98,405,0,0,0,0,"苗栗縣頭份市流東里"
0,0,0,3,148,367,0,0,0,0,"苗栗縣頭份市濫坑里"
0,4,0,0,39,104,0,0,0,0,"苗栗縣頭份市珊湖里"
0,1,0,0,42,109,0,0,0,0,"苗栗縣頭份市田寮里"
0,0,0,0,8,10,0,0,0,0,"苗栗縣頭份市自強里"
0,1,0,0,190,472,0,0,0,0,"苗栗縣頭份市興隆里"
0,2,0,0,67,170,0,0,0,0,"苗栗縣頭份市蘆竹里"
0,1,0,0,70,110,0,0,0,0,"苗栗縣頭份市蟠桃里"
0,0,0,0,16,61,0,0,0,0,"苗栗縣頭份市頭份里"
0,0,0,3,91,256,0,0,0,0,"苗栗縣頭屋鄉北坑村"
0,4,0,3,152,616,0,0,1,0,"苗栗縣頭屋鄉明德村"
0,0,0,1,81,215,0,0,0,0,"苗栗縣頭屋鄉曲洞村"
0,1,0,0,77,205,0,0,0,0,"苗栗縣頭屋鄉獅潭村"
0,0,0,1,131,248,0,0,0,0,"苗栗縣頭屋鄉象山村"
0,2,0,0,60,110,0,0,0,0,"苗栗縣頭屋鄉頭屋村"
0,1,0,2,104,300,0,0,0,0,"苗栗縣頭屋鄉飛鳳村"
0,5,0,3,142,325,0,0,2,0,"苗栗縣頭屋鄉鳴鳳村"
0,0,0,4,0,1,0,0,0,0,"連江縣北竿鄉后沃村"
0,1,0,25,3,28,0,0,0,0,"連江縣北竿鄉坂里村"
0,2,1,48,7,52,0,0,0,0,"連江縣北竿鄉塘岐村"
0,1,3,18,0,10,0,0,0,0,"連江縣北竿鄉橋仔村"
0,0,0,1,0,0,0,0,0,0,"連江縣北竿鄉白沙村"
0,0,0,2,1,13,0,0,0,0,"連江縣北竿鄉芹壁村"
0,0,0,19,2,40,0,0,0,0,"連江縣南竿鄉仁愛村"
0,3,0,38,0,44,0,0,0,0,"連江縣南竿鄉介壽村"
0,0,0,8,1,25,0,0,0,0,"連江縣南竿鄉四維村"
0,2,0,38,1,17,0,0,0,0,"連江縣南竿鄉復興村"
0,0,0,33,1,54,0,0,0,0,"連江縣南竿鄉津沙村"
0,2,0,15,2,40,0,0,0,0,"連江縣南竿鄉清水村"
0,0,0,9,1,12,0,0,0,0,"連江縣南竿鄉珠螺村"
0,1,0,30,0,19,0,0,0,0,"連江縣南竿鄉福沃村"
0,1,0,14,0,48,0,0,0,0,"連江縣南竿鄉馬祖村"
0,0,0,5,0,0,0,0,0,0,"連江縣東引鄉中柳村"
0,1,0,34,0,79,0,0,0,0,"連江縣東引鄉樂華村"
0,0,0,0,0,2,0,0,0,0,"連江縣莒光鄉大坪村"
0,0,0,8,1,30,0,0,0,0,"連江縣莒光鄉田沃村"
0,0,0,6,0,15,0,0,0,0,"連江縣莒光鄉西坵村"
0,0,0,3,0,6,0,0,0,0,"連江縣莒光鄉青帆村"
0,0,0,71,6,123,0,0,0,0,"金門縣烈嶼鄉上岐村"
0,1,0,19,1,123,0,0,0,0,"金門縣烈嶼鄉上林村"
0,0,2,48,2,105,0,0,0,0,"金門縣烈嶼鄉林湖村"
0,0,1,53,2,78,0,0,0,0,"金門縣烈嶼鄉西口村"
0,0,0,31,0,138,0,0,0,0,"金門縣烈嶼鄉黃埔村"
0,0,0,2,2,18,0,0,0,0,"金門縣金城鎮北門里"
0,0,0,0,0,1,0,0,0,0,"金門縣金城鎮南門里"
0,0,0,24,2,84,0,0,0,0,"金門縣金城鎮古城里"
0,0,0,6,0,34,0,0,0,0,"金門縣金城鎮東門里"
0,0,0,3,2,91,0,0,0,0,"金門縣金城鎮珠沙里"
0,0,0,1,1,30,0,0,0,0,"金門縣金城鎮西門里"
0,0,0,8,1,110,0,0,0,0,"金門縣金城鎮賢庵里"
0,0,0,2,0,27,0,0,0,0,"金門縣金城鎮金水里"
0,0,0,26,5,152,0,0,0,0,"金門縣金寧鄉古寧村"
0,0,0,27,5,148,0,0,0,0,"金門縣金寧鄉后盤村"
0,0,0,25,6,208,0,0,0,0,"金門縣金寧鄉安美村"
0,0,0,9,6,176,0,0,0,0,"金門縣金寧鄉榜林村"
0,0,0,8,6,145,0,0,0,0,"金門縣金寧鄉湖埔村"
0,0,0,26,2,193,0,0,0,0,"金門縣金寧鄉盤山村"
0,0,0,16,2,79,0,0,0,0,"金門縣金沙鎮三山里"
0,0,0,44,7,293,0,0,0,0,"金門縣金沙鎮何斗里"
0,0,0,35,8,130,0,0,0,0,"金門縣金沙鎮光前里"
0,0,0,14,6,130,0,0,0,0,"金門縣金沙鎮大洋里"
0,0,0,18,9,110,0,0,0,0,"金門縣金沙鎮官嶼里"
0,0,0,57,5,126,0,0,0,0,"金門縣金沙鎮汶沙里"
0,0,0,3,12,187,0,0,0,0,"金門縣金沙鎮浦山里"
0,0,0,39,6,126,0,0,0,0,"金門縣金沙鎮西園里"
0,1,0,30,5,161,0,0,0,0,"金門縣金湖鎮山外里"
0,0,0,0,7,112,0,0,0,0,"金門縣金湖鎮料羅里"
0,0,0,0,0,1,0,0,0,0,"金門縣金湖鎮新市里"
0,0,0,1,1,33,0,0,0,0,"金門縣金湖鎮新湖里"
0,0,0,50,1,139,0,0,0,0,"金門縣金湖鎮正義里"
0,0,0,0,6,201,0,0,0,0,"金門縣金湖鎮溪湖里"
0,0,0,42,5,219,0,0,0,0,"金門縣金湖鎮瓊林里"
0,0,0,3,12,191,0,0,0,0,"金門縣金湖鎮蓮庵里"
0,1,0,0,23,294,0,0,0,0,"雲林縣二崙鄉三和村"
0,8,0,0,18,379,0,0,0,0,"雲林縣二崙鄉來惠村"
0,0,0,0,28,248,0,0,0,0,"雲林縣二崙鄉大同村"
0,2,0,0,18,480,0,0,0,0,"雲林縣二崙鄉大庄村"
0,4,0,0,8,304,0,0,0,0,"雲林縣二崙鄉大義村"
0,0,0,0,12,290,0,0,0,0,"雲林縣二崙鄉大華村"
0,2,0,0,20,208,0,0,0,0,"雲林縣二崙鄉定安村"
0,0,0,0,15,333,0,0,0,0,"雲林縣二崙鄉崙東村"
0,0,0,0,10,354,0,0,0,0,"雲林縣二崙鄉崙西村"
0,3,0,0,22,370,0,0,0,0,"雲林縣二崙鄉庄西村"
0,0,0,0,15,399,0,0,0,0,"雲林縣二崙鄉復興村"
0,0,0,0,10,234,0,0,0,0,"雲林縣二崙鄉楊賢村"
0,2,0,0,26,343,0,0,0,0,"雲林縣二崙鄉永定村"
0,1,0,0,11,249,0,0,0,0,"雲林縣二崙鄉油車村"
0,4,0,0,34,605,0,0,0,0,"雲林縣二崙鄉港後村"
0,2,0,0,23,168,0,0,0,0,"雲林縣二崙鄉湳仔村"
0,0,0,0,19,266,0,0,0,0,"雲林縣二崙鄉田尾村"
0,2,0,0,10,158,0,0,0,0,"雲林縣二崙鄉義庄村"
0,1,0,0,47,519,0,0,0,0,"雲林縣元長鄉下寮村"
0,1,0,0,9,399,0,0,0,0,"雲林縣元長鄉五塊村"
0,1,0,0,18,320,0,0,0,0,"雲林縣元長鄉內寮村"
0,0,0,0,9,142,0,0,0,0,"雲林縣元長鄉卓運村"
0,6,0,0,17,416,0,0,0,0,"雲林縣元長鄉合和村"
0,8,0,0,27,512,0,0,0,0,"雲林縣元長鄉子茂村"
0,2,0,0,7,254,0,0,0,0,"雲林縣元長鄉客厝村"
0,5,0,0,17,399,0,0,0,0,"雲林縣元長鄉山內村"
0,0,0,0,11,333,0,0,0,0,"雲林縣元長鄉崙仔村"
0,4,0,0,24,468,0,0,0,0,"雲林縣元長鄉後湖村"
0,1,0,0,8,377,0,0,0,0,"雲林縣元長鄉新吉村"
0,4,0,0,13,243,0,0,0,0,"雲林縣元長鄉潭東村"
0,1,0,0,8,202,0,0,0,0,"雲林縣元長鄉潭西村"
0,1,0,0,19,329,0,0,0,0,"雲林縣元長鄉瓦磘村"
0,9,0,0,23,357,0,0,0,0,"雲林縣元長鄉西莊村"
0,2,0,0,19,247,0,0,0,0,"雲林縣元長鄉長北村"
0,1,0,0,41,610,0,0,0,0,"雲林縣元長鄉長南村"
0,7,0,0,40,658,0,0,0,0,"雲林縣元長鄉頂寮村"
0,3,0,0,23,369,0,0,0,0,"雲林縣元長鄉鹿北村"
0,2,0,0,10,244,0,0,0,0,"雲林縣元長鄉鹿南村"
0,10,0,0,14,367,0,0,0,0,"雲林縣元長鄉龍岩村"
0,0,0,0,2,7,0,0,0,0,"雲林縣北港鎮仁和里"
0,0,0,0,1,4,0,0,0,0,"雲林縣北港鎮仁安里"
0,0,0,0,5,62,0,0,0,0,"雲林縣北港鎮光復里"
0,0,0,0,1,16,0,0,0,0,"雲林縣北港鎮光民里"
0,4,0,0,1,16,0,0,0,0,"雲林縣北港鎮公舘里"
0,0,0,0,0,6,0,0,0,0,"雲林縣北港鎮共榮里"
0,3,0,0,18,279,0,0,0,0,"雲林縣北港鎮劉厝里"
0,0,0,0,1,15,0,0,0,0,"雲林縣北港鎮南安里"
0,1,0,0,5,141,0,0,0,0,"雲林縣北港鎮大北里"
0,0,0,0,5,36,0,0,0,0,"雲林縣北港鎮大同里"
0,4,0,0,29,520,0,0,0,0,"雲林縣北港鎮好收里"
0,1,0,0,25,373,0,0,0,0,"雲林縣北港鎮府番里"
0,0,0,0,26,240,0,0,0,0,"雲林縣北港鎮後溝里"
0,3,0,0,7,247,0,0,0,0,"雲林縣北港鎮扶朝里"
0,0,0,0,6,78,0,0,0,0,"雲林縣北港鎮新厝里"
0,5,0,0,50,382,0,0,0,0,"雲林縣北港鎮新街里"
0,0,0,0,0,11,0,0,0,0,"雲林縣北港鎮東華里"
0,0,0,0,4,21,0,0,0,0,"雲林縣北港鎮東陽里"
0,1,0,0,51,567,0,0,0,0,"雲林縣北港鎮樹腳里"
0,1,0,0,12,149,0,0,0,0,"雲林縣北港鎮水埔里"
0,1,0,0,30,454,0,0,0,0,"雲林縣北港鎮溝皂里"
0,0,0,0,19,300,0,0,0,0,"雲林縣北港鎮番溝里"
0,5,0,0,35,584,0,0,0,0,"雲林縣北港鎮草湖里"
0,0,0,0,3,89,0,0,0,0,"雲林縣北港鎮華勝里"
0,0,0,0,3,15,0,0,0,0,"雲林縣北港鎮西勢里"
0,0,0,0,1,10,0,0,0,0,"雲林縣北港鎮賜福里"
0,5,0,0,20,549,0,0,0,0,"雲林縣口湖鄉下崙村"
0,10,0,0,17,234,0,0,0,0,"雲林縣口湖鄉口湖村"
0,12,0,0,33,479,0,0,0,0,"雲林縣口湖鄉埔北村"
0,4,0,0,23,210,0,0,0,0,"雲林縣口湖鄉埔南村"
0,5,0,0,30,361,0,0,0,0,"雲林縣口湖鄉崙中村"
0,4,0,0,34,340,0,0,0,0,"雲林縣口湖鄉崙東村"
0,5,0,0,8,170,0,0,0,0,"雲林縣口湖鄉後厝村"
0,3,0,2,36,323,0,0,0,0,"雲林縣口湖鄉成龍村"
0,0,0,0,20,423,0,0,0,0,"雲林縣口湖鄉梧北村"
0,3,0,0,15,162,0,0,0,0,"雲林縣口湖鄉梧南村"
0,5,0,0,27,410,0,0,0,0,"雲林縣口湖鄉水井村"
0,1,0,0,33,339,0,0,0,0,"雲林縣口湖鄉港東村"
0,4,0,0,24,298,0,0,0,0,"雲林縣口湖鄉港西村"
0,4,0,0,50,511,0,0,0,0,"雲林縣口湖鄉湖口村"
0,1,0,0,14,215,0,0,0,0,"雲林縣口湖鄉湖東村"
0,2,0,0,58,526,0,0,0,0,"雲林縣口湖鄉臺子村"
0,3,0,0,20,183,0,0,0,0,"雲林縣口湖鄉蚵寮村"
0,3,0,0,37,338,0,0,0,0,"雲林縣口湖鄉謝厝村"
0,1,0,0,13,210,0,0,0,0,"雲林縣口湖鄉過港村"
0,3,0,0,37,393,0,0,0,0,"雲林縣口湖鄉青蚶村"
0,6,0,0,13,171,0,0,0,0,"雲林縣口湖鄉頂湖村"
0,5,0,0,76,680,0,0,0,0,"雲林縣古坑鄉古坑村"
0,6,0,0,52,561,0,0,0,0,"雲林縣古坑鄉崁腳村"
0,1,0,0,38,406,0,0,4,0,"雲林縣古坑鄉新庄村"
0,0,0,0,34,203,0,0,0,0,"雲林縣古坑鄉朝陽村"
0,2,0,0,45,558,0,0,1,0,"雲林縣古坑鄉東和村"
0,0,0,1,57,584,0,0,0,0,"雲林縣古坑鄉桂林村"
0,2,0,0,75,775,0,0,1,0,"雲林縣古坑鄉棋盤村"
0,6,0,3,72,584,0,0,0,0,"雲林縣古坑鄉樟湖村"
0,6,0,0,30,255,0,0,0,0,"雲林縣古坑鄉水碓村"
0,7,0,1,62,900,0,0,0,0,"雲林縣古坑鄉永光村"
0,0,0,0,32,241,0,0,0,0,"雲林縣古坑鄉永昌村"
0,2,0,0,26,205,0,0,0,0,"雲林縣古坑鄉湳仔村"
0,2,0,0,26,211,0,0,0,0,"雲林縣古坑鄉田心村"
3,44,0,10,197,1094,0,0,10,0,"雲林縣古坑鄉草嶺村"
0,3,0,0,54,697,0,0,0,0,"雲林縣古坑鄉荷苞村"
0,0,0,0,41,305,0,0,2,0,"雲林縣古坑鄉華南村"
0,0,0,1,25,265,0,0,0,0,"雲林縣古坑鄉華山村"
0,2,0,0,12,123,0,0,0,0,"雲林縣古坑鄉西平村"
0,0,0,0,11,148,0,0,0,0,"雲林縣古坑鄉高林村"
0,3,0,1,38,328,0,0,1,0,"雲林縣古坑鄉麻園村"
0,1,0,0,10,217,0,0,0,0,"雲林縣四湖鄉三姓村"
0,1,0,0,10,476,0,0,0,0,"雲林縣四湖鄉內湖村"
0,1,0,0,10,124,0,0,0,0,"雲林縣四湖鄉四湖村"
0,6,0,0,22,409,0,0,0,0,"雲林縣四湖鄉崙北村"
0,0,0,0,24,397,0,0,0,0,"雲林縣四湖鄉崙南村"
0,3,0,0,12,228,0,0,0,0,"雲林縣四湖鄉廣溝村"
0,4,0,0,21,396,0,0,0,0,"雲林縣四湖鄉新庄村"
0,1,0,0,19,417,0,0,0,0,"雲林縣四湖鄉施湖村"
0,10,0,0,45,651,0,0,0,0,"雲林縣四湖鄉林厝村"
0,1,0,0,9,138,0,0,0,0,"雲林縣四湖鄉林東村"
0,2,0,0,11,445,0,0,0,0,"雲林縣四湖鄉湖寮村"
0,1,0,0,23,331,0,0,0,0,"雲林縣四湖鄉湖西村"
0,6,0,0,21,619,0,0,0,0,"雲林縣四湖鄉溪尾村"
0,2,0,0,31,697,0,0,0,0,"雲林縣四湖鄉溪底村"
0,0,0,0,15,472,0,0,0,0,"雲林縣四湖鄉羊調村"
0,4,0,0,6,171,0,0,0,0,"雲林縣四湖鄉萡子村"
0,6,0,0,20,167,0,0,0,0,"雲林縣四湖鄉萡東村"
0,3,0,0,29,496,0,0,0,0,"雲林縣四湖鄉蔡厝村"
0,1,0,0,8,107,0,0,0,0,"雲林縣四湖鄉飛東村"
0,1,0,0,11,165,0,0,0,0,"雲林縣四湖鄉飛沙村"
0,2,0,0,21,469,0,0,0,0,"雲林縣四湖鄉鹿場村"
0,0,0,0,11,146,0,0,0,0,"雲林縣土庫鎮北平里"
0,0,0,0,12,208,0,0,0,0,"雲林縣土庫鎮南平里"
0,7,0,0,17,488,0,0,0,0,"雲林縣土庫鎮埤腳里"
0,3,0,0,10,337,0,0,0,0,"雲林縣土庫鎮大荖里"
0,3,0,0,34,675,0,0,0,0,"雲林縣土庫鎮奮起里"
0,0,0,0,12,121,0,0,0,0,"雲林縣土庫鎮宮北里"
0,6,0,0,30,374,0,0,0,0,"雲林縣土庫鎮崙內里"
0,0,0,0,25,469,0,0,0,0,"雲林縣土庫鎮後埔里"
0,1,0,0,3,51,0,0,0,0,"雲林縣土庫鎮忠正里"
0,5,0,0,33,558,0,0,0,0,"雲林縣土庫鎮新庄里"
0,1,0,0,19,239,0,0,0,0,"雲林縣土庫鎮東平里"
0,2,0,0,14,283,0,0,0,0,"雲林縣土庫鎮溪邊里"
0,6,0,0,56,581,0,0,0,0,"雲林縣土庫鎮石廟里"
0,8,0,0,25,376,0,0,0,0,"雲林縣土庫鎮興新里"
0,2,0,0,18,389,0,0,0,0,"雲林縣土庫鎮西平里"
0,3,0,0,24,232,0,0,0,0,"雲林縣土庫鎮越港里"
0,2,0,0,2,31,0,0,0,0,"雲林縣土庫鎮順天里"
0,4,0,0,28,400,0,0,0,0,"雲林縣大埤鄉三結村"
0,1,0,0,13,124,0,0,0,0,"雲林縣大埤鄉北和村"
0,3,0,0,9,186,0,0,0,0,"雲林縣大埤鄉北鎮村"
0,0,0,0,44,350,0,0,0,0,"雲林縣大埤鄉南和村"
0,4,0,0,17,309,0,0,0,0,"雲林縣大埤鄉吉田村"
0,12,0,0,38,704,0,0,0,0,"雲林縣大埤鄉嘉興村"
0,7,0,0,29,377,0,0,0,0,"雲林縣大埤鄉大德村"
0,8,0,0,31,386,0,0,0,0,"雲林縣大埤鄉尚義村"
0,0,0,0,14,253,0,0,0,0,"雲林縣大埤鄉怡然村"
0,4,0,0,25,308,0,0,0,0,"雲林縣大埤鄉松竹村"
0,4,0,0,25,329,0,0,0,0,"雲林縣大埤鄉聯美村"
0,0,0,0,12,127,0,0,0,0,"雲林縣大埤鄉興安村"
0,0,0,0,7,123,0,0,0,0,"雲林縣大埤鄉西鎮村"
0,1,0,0,14,94,0,0,0,0,"雲林縣大埤鄉豐岡村"
0,3,0,0,15,227,0,0,0,0,"雲林縣大埤鄉豐田村"
0,1,0,0,4,279,0,0,0,0,"雲林縣崙背鄉五魁村"
0,0,0,0,17,146,0,0,0,0,"雲林縣崙背鄉南陽村"
0,7,0,0,26,428,0,0,0,0,"雲林縣崙背鄉大有村"
0,2,0,0,23,439,0,0,0,0,"雲林縣崙背鄉崙前村"
0,2,0,0,11,121,0,0,0,0,"雲林縣崙背鄉東明村"
0,2,0,0,9,236,0,0,0,0,"雲林縣崙背鄉枋南村"
0,3,0,0,14,294,0,0,0,0,"雲林縣崙背鄉水尾村"
0,2,0,0,13,407,0,0,0,0,"雲林縣崙背鄉港尾村"
0,3,0,2,19,321,0,0,0,0,"雲林縣崙背鄉羅厝村"
0,0,0,0,9,216,0,0,0,0,"雲林縣崙背鄉舊庄村"
0,2,0,0,26,347,0,0,0,0,"雲林縣崙背鄉草湖村"
0,1,0,0,10,278,0,0,0,0,"雲林縣崙背鄉西榮村"
0,5,0,0,51,943,0,0,0,0,"雲林縣崙背鄉豐榮村"
0,5,0,0,30,516,0,0,0,0,"雲林縣崙背鄉阿勸村"
0,2,0,0,8,202,0,0,0,0,"雲林縣斗六市三光里"
0,0,0,0,8,37,0,0,0,0,"雲林縣斗六市三平里"
0,0,0,0,0,1,0,0,0,0,"雲林縣斗六市中和里"
0,1,0,1,31,492,0,0,0,0,"雲林縣斗六市久安里"
0,0,0,0,0,3,0,0,0,0,"雲林縣斗六市仁愛里"
0,3,0,0,26,371,0,0,0,0,"雲林縣斗六市保庄里"
0,0,0,0,1,2,0,0,0,0,"雲林縣斗六市信義里"
0,2,0,0,37,277,0,0,0,0,"雲林縣斗六市八德里"
0,0,0,0,1,8,0,0,0,0,"雲林縣斗六市公正里"
0,0,0,0,0,7,0,0,0,0,"雲林縣斗六市公誠里"
0,2,0,0,20,307,0,0,0,0,"雲林縣斗六市十三里"
0,0,0,0,14,194,0,0,0,0,"雲林縣斗六市嘉東里"
0,0,0,0,0,3,0,0,0,0,"雲林縣斗六市四維里"
0,0,0,0,1,1,0,0,0,0,"雲林縣斗六市太平里"
0,0,0,0,22,298,0,0,0,0,"雲林縣斗六市崙峯里"
0,0,0,0,0,2,0,0,0,0,"雲林縣斗六市忠孝里"
0,0,0,0,2,17,0,0,0,0,"雲林縣斗六市成功里"
0,0,0,0,10,154,0,0,0,0,"雲林縣斗六市明德里"
0,2,0,0,37,344,0,0,0,0,"雲林縣斗六市林頭里"
0,1,0,0,33,404,0,0,0,0,"雲林縣斗六市梅林里"
0,6,0,0,34,369,0,0,0,0,"雲林縣斗六市榴中里"
0,0,0,0,13,229,0,0,0,0,"雲林縣斗六市榴北里"
0,0,0,0,7,112,0,0,0,0,"雲林縣斗六市榴南里"
0,0,0,1,16,235,0,0,0,0,"雲林縣斗六市江厝里"
0,4,0,0,64,536,0,0,1,0,"雲林縣斗六市湖山里"
0,0,0,0,2,59,0,0,0,0,"雲林縣斗六市溝埧里"
0,1,0,0,25,344,0,0,0,0,"雲林縣斗六市溪洲里"
0,0,0,0,3,53,0,0,0,0,"雲林縣斗六市社口里"
0,2,0,0,50,472,0,0,0,0,"雲林縣斗六市虎溪里"
0,0,0,0,26,282,0,0,0,0,"雲林縣斗六市重光里"
0,0,0,0,8,53,0,0,0,0,"雲林縣斗六市鎮北里"
0,0,0,0,9,82,0,0,0,0,"雲林縣斗六市鎮南里"
0,1,0,0,2,32,0,0,0,0,"雲林縣斗六市鎮東里"
0,0,0,0,4,38,0,0,0,0,"雲林縣斗六市鎮西里"
0,3,0,0,25,398,0,0,0,0,"雲林縣斗六市長安里"
0,1,0,0,24,264,0,0,0,0,"雲林縣斗六市長平里"
0,0,0,0,10,157,0,0,0,0,"雲林縣斗六市龍潭里"
0,0,0,0,4,16,0,0,0,0,"雲林縣斗南鎮中天里"
0,0,0,0,9,74,0,0,0,0,"雲林縣斗南鎮北銘里"
0,0,0,0,2,35,0,0,0,0,"雲林縣斗南鎮南昌里"
0,1,0,0,12,123,0,0,0,0,"雲林縣斗南鎮埤麻里"
0,1,0,0,9,192,0,0,0,0,"雲林縣斗南鎮大東里"
0,7,0,1,38,485,0,0,0,0,"雲林縣斗南鎮將軍里"
0,7,0,2,43,379,0,0,0,0,"雲林縣斗南鎮小東里"
0,0,0,1,20,174,0,0,0,0,"雲林縣斗南鎮新光里"
0,1,0,0,3,170,0,0,0,0,"雲林縣斗南鎮新南里"
0,1,0,0,35,312,0,0,0,0,"雲林縣斗南鎮新崙里"
0,2,0,0,44,402,0,0,0,0,"雲林縣斗南鎮明昌里"
0,2,0,0,14,204,0,0,0,0,"雲林縣斗南鎮東仁里"
0,4,0,0,14,225,0,0,0,0,"雲林縣斗南鎮東明里"
0,3,0,0,11,251,0,0,0,0,"雲林縣斗南鎮林子里"
0,7,0,0,57,535,0,0,0,0,"雲林縣斗南鎮田頭里"
0,1,0,0,1,225,0,0,0,0,"雲林縣斗南鎮石溪里"
0,0,0,0,9,75,0,0,0,0,"雲林縣斗南鎮石龜里"
0,1,0,0,20,131,0,0,0,0,"雲林縣斗南鎮舊社里"
0,2,0,0,17,271,0,0,0,0,"雲林縣斗南鎮西伯里"
0,2,0,0,15,119,0,0,0,0,"雲林縣斗南鎮西岐里"
0,3,0,0,38,386,0,0,0,0,"雲林縣斗南鎮阿丹里"
0,2,0,0,5,159,0,0,0,0,"雲林縣斗南鎮靖興里"
0,8,0,0,29,608,0,0,0,0,"雲林縣東勢鄉同安村"
0,4,0,0,36,617,0,0,0,0,"雲林縣東勢鄉嘉隆村"
0,18,0,0,18,393,0,0,0,0,"雲林縣東勢鄉四美村"
0,9,0,0,19,551,0,0,0,0,"雲林縣東勢鄉安南村"
0,5,0,0,16,226,0,0,0,0,"雲林縣東勢鄉復興村"
0,3,0,0,6,344,0,0,0,0,"雲林縣東勢鄉新坤村"
0,1,0,0,11,240,0,0,0,0,"雲林縣東勢鄉昌南村"
0,4,0,0,14,329,0,0,0,0,"雲林縣東勢鄉月眉村"
0,6,0,0,12,262,0,0,0,0,"雲林縣東勢鄉東北村"
0,2,0,0,14,264,0,0,0,0,"雲林縣東勢鄉東南村"
0,4,0,0,18,379,0,0,0,0,"雲林縣東勢鄉程海村"
